explanation_id,explanation_type,axis1_3v,axis1_std,axis1_nvotes,axis2_3v,axis2_std,axis2_nvotes,axis3_3v,axis3_std,axis3_nvotes,axis4_3v,axis4_std,axis4_nvotes
05c70c58-ad68-4d2f-adc5-4eb901591586,feature_attribution,1.67,0.577,3,5.0,0.0,3,,0.0,0,3.67,0.577,3
05cef9b1-aaf4-43c9-bf18-fff7fbd8e49f,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,4.67,0.577,3
05e6343c-8d8e-42ae-bb77-8a6544e05763,counterfactual,1.0,0.0,3,2.33,1.155,3,1.0,0.0,3,4.0,0.0,3
05e772cc-90ee-4dad-b673-b94280c90eb1,abductive,1.0,0.0,3,1.67,1.155,3,,0.0,0,3.33,1.155,3
0675d5e8-dfb1-4c0b-9618-fdaa9e19d2f7,abductive,1.5,0.707,2,2.0,1.414,2,,0.0,0,1.0,0.0,2
06af6092-8bc9-446b-b30d-99c92ab79a76,feature_attribution,2.0,0.0,3,4.67,0.577,3,,0.0,0,3.67,0.577,3
06e8f307-44af-4f35-8227-c85a6da8bc70,feature_attribution,1.0,0.0,3,4.67,0.577,3,,0.0,0,5.0,0.0,3
07447cad-d336-4e63-b544-590d4c68cf1e,contrastive,5.0,0.0,3,4.33,0.577,3,4.33,0.577,3,3.0,0.0,3
07853a35-b3cd-4dc7-8375-168477c5e70d,counterfactual,1.0,0.0,3,1.0,0.0,3,2.67,0.577,3,1.0,0.0,3
07871f10-f5ee-49e6-9035-87d281e7138e,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
08090dc7-f702-4981-a07e-97578eb9f8f4,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,4.0,1.0,3
08132e6e-2bf5-4214-988b-a0c2fc157c6e,counterfactual,1.0,0.0,3,2.33,1.155,3,2.0,0.0,3,4.33,0.577,3
08692f96-a7c5-40ce-950b-32b5b5242900,feature_attribution,2.0,0.0,3,5.0,0.0,3,,0.0,0,5.0,0.0,3
08b28423-43d2-433c-a547-454891e5804a,counterfactual,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.33,0.577,3
08cbe359-165a-4fe1-8559-737bec8d5c62,counterfactual,1.0,0.0,3,1.33,0.577,3,5.0,0.0,3,1.67,1.155,3
0935cdd1-aa5b-472f-811e-0268fdecee98,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,5.0,0.0,3
09a5e9bb-b2dd-47fa-b58d-8bed074ba36f,contrastive,3.5,2.121,2,5.0,0.0,2,1.0,0.0,2,5.0,0.0,2
0a266c1f-b282-42c8-bba9-7326fca51f7b,contrastive,1.0,0.0,3,3.0,0.0,3,1.0,0.0,3,4.33,1.155,3
0a655112-8f10-493b-8234-3bb48ea07ce6,counterfactual,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.33,0.577,3
0ace1e2a-5ad8-41e7-b59d-a6c89364b6f1,counterfactual,1.0,0.0,3,2.67,0.577,3,2.0,0.0,3,2.33,0.577,3
0ad7a448-fe75-4d4a-bc5b-16c3790e17d7,contrastive,1.0,0.0,3,2.33,2.309,3,1.0,0.0,3,2.0,1.732,3
0ae34f9e-adda-44d6-a899-c064654e74f3,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.33,0.577,3
0b5f8571-d9e3-47db-8f0a-992c60eba2ee,abductive,1.0,0.0,3,1.67,1.155,3,,0.0,0,2.0,1.0,3
0bf91f59-ca42-4834-988d-e44c90c39749,contrastive,1.0,0.0,3,1.0,0.0,3,2.0,0.0,3,5.0,0.0,3
0c01d0d3-1459-4af5-aa81-4048ae84721a,counterfactual,1.0,0.0,3,1.0,0.0,3,1.67,0.577,3,3.0,1.0,3
0c3b90cb-35fa-4b01-9e96-e1917b7c47cd,counterfactual,1.0,0.0,3,1.0,0.0,3,3.0,0.0,3,1.0,0.0,3
0c496c12-db9e-4ce8-b50c-18b9441357d6,counterfactual,1.0,0.0,3,1.67,1.155,3,1.0,0.0,3,1.33,0.577,3
0cbfbafc-80bb-483f-b095-2b66f41d4bf6,contrastive,1.0,0.0,3,1.0,0.0,3,3.0,0.0,3,5.0,0.0,3
0ce4720c-a9e1-45d1-9961-3a451b0a8229,feature_attribution,1.33,0.577,3,5.0,0.0,3,,0.0,0,5.0,0.0,3
0d862bf8-a3fa-4d13-90c3-8b02c8a689cd,contrastive,1.0,0.0,3,1.0,0.0,3,1.33,0.577,3,1.0,0.0,3
0d86a0bc-0846-40b8-9196-6af2020e8256,feature_attribution,1.33,0.577,3,4.33,0.577,3,,0.0,0,5.0,0.0,3
0ddcbbe6-f969-40bb-8b51-f4b19eacbcad,feature_attribution,2.0,0.0,3,4.67,0.577,3,,0.0,0,5.0,0.0,3
0e52acbd-9ff4-40b8-b83c-3a4351b9bd14,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,4.33,0.577,3
0e996907-97d5-41a4-a0eb-9b70fcc89527,feature_attribution,1.33,0.577,3,3.0,0.0,3,,0.0,0,4.0,0.0,3
0eccd65d-2967-44f0-a0d8-7cca02a6827f,feature_attribution,2.0,0.0,3,4.0,0.0,3,,0.0,0,5.0,0.0,3
0f58a25f-e6e9-46b7-859c-86d68ff9062d,abductive,1.0,0.0,2,1.0,0.0,2,,0.0,0,4.5,0.707,2
0f5d6340-07f9-492c-8c1c-640efffa616f,contrastive,1.0,0.0,3,1.33,0.577,3,1.67,1.155,3,1.0,0.0,3
0f7e5f7a-938e-4f88-a3f4-10103d5db8a4,feature_attribution,2.0,0.0,3,5.0,0.0,3,,0.0,0,4.0,0.0,3
0fddf498-7ee0-4bf0-8418-87f1f314b2e5,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,3.33,1.528,3
0ff3945d-5b64-44e8-8e34-3aee076fa25e,feature_attribution,1.33,0.577,3,4.33,0.577,3,,0.0,0,5.0,0.0,3
1026f489-03e6-4229-92a3-7f0b8a28bda6,counterfactual,1.0,0.0,3,3.67,0.577,3,2.67,0.577,3,4.67,0.577,3
106b2772-3293-49e3-942b-079ed20dcc04,contrastive,1.0,0.0,2,3.0,0.0,2,1.0,0.0,2,3.0,0.0,2
10c16ef4-844e-4ef4-8d55-556099b89ac2,feature_attribution,1.0,0.0,3,4.0,0.0,3,,0.0,0,4.0,0.0,3
11498ac2-8ecf-412d-af6e-50dfc3b7baea,counterfactual,1.0,0.0,3,1.0,0.0,3,3.0,0.0,3,1.0,0.0,3
11e39ab4-3177-41b6-bc33-f46c2033d5da,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
1215ba14-6fcf-4dae-a993-fd5c24c8b892,feature_attribution,1.33,0.577,3,5.0,0.0,3,,0.0,0,5.0,0.0,3
124b19a6-68a9-4d16-87cc-faa59808b787,counterfactual,1.0,0.0,3,1.0,0.0,3,3.0,0.0,3,4.67,0.577,3
125ee11d-3f48-4d45-ab6f-3f63ffc95288,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
12787921-03cc-4c8b-ade5-02e65ef63594,feature_attribution,1.0,0.0,3,4.67,0.577,3,,0.0,0,3.67,0.577,3
1299383b-af71-4721-bc05-0820031212d2,feature_attribution,1.0,0.0,3,5.0,0.0,3,,0.0,0,5.0,0.0,3
12b9dcd4-b046-456e-8532-40ee4e2bbf1c,counterfactual,1.33,0.577,3,3.0,0.0,3,1.67,0.577,3,4.0,0.0,3
12c4c131-44fd-49a0-9cd9-ce0133a8eddd,counterfactual,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
1325c509-a854-4db9-848c-348f94ad4a3c,feature_attribution,1.0,0.0,3,4.67,0.577,3,,0.0,0,5.0,0.0,3
132dd70c-454d-460d-88fd-fd56751ede87,abductive,1.33,0.577,3,3.0,0.0,3,,0.0,0,1.67,0.577,3
134367d0-9418-4eec-adde-fe909f8f470e,abductive,1.0,0.0,3,2.33,2.309,3,,0.0,0,4.33,0.577,3
13702ecb-b24b-4330-aa09-59e962bec199,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
13c91e07-9944-4ca5-9f9d-5d715413dc41,feature_attribution,1.0,0.0,3,5.0,0.0,3,,0.0,0,5.0,0.0,3
13e34f42-3f9f-4651-bf37-0719eef90041,counterfactual,1.33,0.577,3,2.0,1.0,3,3.0,0.0,3,2.33,1.155,3
13ef0212-18c9-4c3b-807f-4337ec73c62b,feature_attribution,1.0,0.0,3,4.0,0.0,3,,0.0,0,3.0,1.0,3
1407954d-0271-4d86-9ecf-36e2bcc996ca,counterfactual,1.0,0.0,3,3.0,0.0,3,1.0,0.0,3,4.33,0.577,3
1459240d-34d6-4b28-8967-62bd45707df1,feature_attribution,1.0,0.0,3,2.67,0.577,3,,0.0,0,1.33,0.577,3
14b6c7ad-5ee9-4787-88c6-d259ad4000d1,abductive,1.0,0.0,3,2.0,1.0,3,,0.0,0,4.67,0.577,3
14c7fc17-c57f-42ef-bc31-c99782206ddc,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,2.33,1.528,3
1505ae21-bade-46d2-8442-3434bc069f29,abductive,1.0,0.0,3,3.0,0.0,3,,0.0,0,1.0,0.0,3
159f10d4-64f0-43c1-a5ab-fdfb6be9a713,contrastive,1.0,0.0,2,1.0,0.0,2,3.0,0.0,2,4.0,0.0,2
1614b09c-c9fb-4fa9-84ed-a1043e578fc9,counterfactual,1.0,0.0,3,1.0,0.0,3,3.0,0.0,3,1.0,0.0,3
1653edde-f4ca-4edb-b6d4-da88c467676e,counterfactual,1.0,0.0,3,4.0,1.732,3,3.67,0.577,3,4.0,1.0,3
1702cb1f-8c12-48a9-a3d1-f13da9a57716,contrastive,5.0,0.0,3,4.33,0.577,3,4.33,0.577,3,4.33,0.577,3
170a25f5-72d8-4cb4-86c9-f22ecd244851,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
17227333-8870-4d4e-a143-030ce645101d,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.33,0.577,3
17be5693-0902-4237-945a-bcb889df4116,abductive,1.0,0.0,3,1.67,0.577,3,,0.0,0,4.33,0.577,3
18029911-6ada-485e-bf4e-b57d0d34e5af,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,2.0,1.732,3
1832239d-5c9b-49f3-9c95-d134cb6ef1c5,counterfactual,1.67,0.577,3,3.67,0.577,3,3.0,0.0,3,5.0,0.0,3
18388a1a-e05f-466c-ae3c-4fab080822aa,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,4.67,0.577,3
18428923-49e9-4bf0-8f7b-5e6b4fb0b518,feature_attribution,1.33,0.577,3,4.67,0.577,3,,0.0,0,3.33,0.577,3
18624cc7-810c-47d5-9b7c-87fcf6698e58,feature_attribution,1.0,0.0,3,5.0,0.0,3,,0.0,0,5.0,0.0,3
18e1978f-d22b-4e3c-ad13-667d8338a91a,counterfactual,1.0,0.0,2,1.0,0.0,2,1.0,0.0,2,1.0,0.0,2
1943b7d1-45cf-46ad-9747-476adf840747,feature_attribution,1.0,0.0,3,4.33,0.577,3,,0.0,0,4.33,0.577,3
19847ebe-2690-41d1-ad72-9d9623b91ee3,counterfactual,1.0,0.0,3,4.67,0.577,3,4.0,0.0,3,3.67,1.155,3
19952618-5cf8-44bf-b112-427cec1c89d4,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,2.67,0.577,3
19cbaf92-30eb-4284-b6e9-cf7884ba4741,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
19e2730b-6509-4590-9a01-91fa1e56b15d,feature_attribution,2.0,0.0,3,4.0,0.0,3,,0.0,0,5.0,0.0,3
1a08b481-0e2d-48d4-823b-e145aef48b9b,feature_attribution,1.0,0.0,3,5.0,0.0,3,,0.0,0,5.0,0.0,3
1a9a350d-dc16-46b6-9b3b-6041adf4ef8b,feature_attribution,2.0,0.0,3,5.0,0.0,3,,0.0,0,4.67,0.577,3
1aa14a61-1b76-447e-a38c-4dfe5981917b,abductive,1.0,0.0,3,1.67,1.155,3,,0.0,0,1.0,0.0,3
1bda0b7c-109e-43f6-8ed7-ce75d1815923,feature_attribution,1.0,0.0,3,4.67,0.577,3,,0.0,0,5.0,0.0,3
1c03048e-d11e-4796-9e03-3aac61172861,contrastive,1.0,0.0,3,4.0,1.0,3,5.0,0.0,3,1.67,1.155,3
1c5e74a4-c68b-42a8-bbe5-e8e3e85611bf,feature_attribution,2.0,0.0,3,4.67,0.577,3,,0.0,0,4.0,0.0,3
1c776d3f-7083-471c-a471-30b54a1dcf5b,abductive,1.0,0.0,3,1.67,1.155,3,,0.0,0,2.33,1.528,3
1c7d30b3-bd92-4ac4-b228-4bdf441dcc72,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
1ca3f7ce-4f52-49f4-86db-425ebdcf75cb,feature_attribution,1.67,0.577,3,4.33,0.577,3,,0.0,0,5.0,0.0,3
1cabba1d-60ba-4c72-8a56-e35a1d1b6723,feature_attribution,1.0,0.0,3,2.67,0.577,3,,0.0,0,4.33,0.577,3
1d354aa7-e213-422d-b814-910590630d9f,abductive,1.0,0.0,2,2.0,1.414,2,,0.0,0,3.0,2.828,2
1d3dc9c1-97d7-4086-ad68-2ff04bfcd971,contrastive,1.0,0.0,3,1.0,0.0,3,1.67,0.577,3,1.0,0.0,3
1d3e3596-fe5f-4894-ab6a-9fcf7cf02489,contrastive,1.0,0.0,3,1.0,0.0,3,2.0,0.0,3,1.0,0.0,3
1d40d0b8-1eb4-4a14-89ef-d0395e420d19,feature_attribution,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
1ddc7d90-2015-4ba1-97f0-59a7106ee075,abductive,1.0,0.0,3,1.67,1.155,3,,0.0,0,1.0,0.0,3
1e127d94-522c-4a13-97a9-e69bac267f7d,contrastive,5.0,0.0,3,4.67,0.577,3,5.0,0.0,3,3.0,0.0,3
1e465a18-1673-4dc9-9e25-6816bc8b5ea1,counterfactual,1.0,0.0,3,4.33,0.577,3,1.0,0.0,3,5.0,0.0,3
1eafa49e-df60-4f0f-83b2-4c60097e628c,counterfactual,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
1ec14bcd-9228-4531-b5f5-7ab7aa30f5c2,counterfactual,1.33,0.577,3,4.0,0.0,3,1.67,0.577,3,5.0,0.0,3
1ede2416-586c-45da-bc9f-2b9137a018d4,feature_attribution,1.0,0.0,3,3.33,0.577,3,,0.0,0,4.33,1.155,3
1f3a217f-1ca5-47ad-b8c1-017f202f7986,contrastive,2.0,0.0,3,4.33,0.577,3,4.0,0.0,3,3.0,0.0,3
1f5f8da2-8555-48b1-bb96-e43f3ba1d64f,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
1fda5c0d-e546-4497-9ada-39789b1a005e,contrastive,1.67,0.577,3,4.33,0.577,3,2.67,0.577,3,5.0,0.0,3
1fe48a77-a527-4d64-907d-4339fccd2630,abductive,1.0,0.0,3,2.33,1.155,3,,0.0,0,1.0,0.0,3
1ff28db9-233a-4f03-98e0-e24b336c8a49,abductive,1.0,0.0,3,3.67,1.155,3,,0.0,0,4.33,0.577,3
205ac1a2-d70a-4078-bf04-b4d73a22b1f8,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,2.67,0.577,3
20d088b2-a7cc-4bab-85f2-13327016711d,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,5.0,0.0,3
20f727fe-3a9f-4fa9-b435-c9cb591f7791,counterfactual,1.0,0.0,3,2.67,0.577,3,1.33,0.577,3,4.0,1.0,3
20fbb20f-f61a-43fa-af67-ad9c6a21b150,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.33,0.577,3
21005075-7e35-4927-8e96-7d5f7894d0ef,contrastive,1.0,0.0,3,1.0,0.0,3,1.33,0.577,3,4.67,0.577,3
213faae8-7729-48a0-ba69-d6c327e5ba89,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
220841a3-994e-4d11-8b19-d0d65b29bf82,counterfactual,1.0,0.0,3,1.67,1.155,3,1.33,0.577,3,2.0,1.732,3
227f491b-a125-437e-9c5d-d77de2d7b4f3,contrastive,5.0,0.0,3,4.0,0.0,3,3.33,1.528,3,5.0,0.0,3
228a9174-28fd-441a-8682-0813a077e18c,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
22f41d8e-42fb-4985-9ff7-986a6d9b542a,feature_attribution,1.0,0.0,3,4.33,0.577,3,,0.0,0,2.0,1.0,3
23016df0-a8e5-48c7-ac52-3e24459a589a,contrastive,1.0,0.0,3,2.33,1.155,3,1.0,0.0,3,2.67,1.528,3
232cded6-d79c-4a55-afeb-ddddf7be36b9,counterfactual,1.0,0.0,2,1.0,0.0,2,1.0,0.0,2,4.0,0.0,2
2334e9bc-d509-49ed-8ff7-9f2b7132c7dd,abductive,1.0,0.0,3,1.67,1.155,3,,0.0,0,4.33,0.577,3
243f5246-3b54-4180-951e-211e14b4414e,counterfactual,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
24c458fc-cd53-4e45-b7ae-b4f906facb30,counterfactual,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
24ec8775-13ff-46c3-90e2-249f5939e6e9,counterfactual,1.0,0.0,3,1.67,1.155,3,2.67,0.577,3,1.0,0.0,3
250737c2-8120-470c-b955-c3bec5792508,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
250d35ae-b8a3-466f-b47b-e2c25b16be3b,counterfactual,1.0,0.0,3,2.0,1.0,3,1.67,0.577,3,2.67,1.528,3
25150501-b477-4a0c-8577-b7c9d1c16c48,feature_attribution,1.67,0.577,3,4.33,0.577,3,,0.0,0,5.0,0.0,3
25208143-499f-42a3-84c9-4ae37dd02c44,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
254ab8a3-9a9a-46a8-a7c0-ba1d4c4232c0,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.33,0.577,3
256d4ac6-3f11-457e-991d-bb9eebe53c73,contrastive,1.0,0.0,3,1.33,0.577,3,3.0,0.0,3,4.33,0.577,3
257c106e-1c72-4522-9b15-485175da2c59,feature_attribution,2.0,0.0,3,4.67,0.577,3,,0.0,0,4.67,0.577,3
25a2d8f1-4fdc-4986-a5f9-8707e06e18c9,contrastive,1.0,0.0,3,4.33,1.155,3,5.0,0.0,3,4.0,1.0,3
25baabee-cd9d-4099-8123-bf727b8c1225,counterfactual,1.0,0.0,3,5.0,0.0,3,5.0,0.0,3,5.0,0.0,3
25c565e0-db9f-47c9-a646-bfeb403d9790,feature_attribution,1.67,0.577,3,5.0,0.0,3,,0.0,0,5.0,0.0,3
26369b6a-0cc3-41ba-a57c-7812e68929c2,counterfactual,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
2639539a-1a75-4bdc-8599-0e2f9fbbe4c9,feature_attribution,1.0,0.0,3,3.0,0.0,3,,0.0,0,4.0,0.0,3
263bcade-9016-431e-a94b-6ad0ed6db063,feature_attribution,1.33,0.577,3,3.67,0.577,3,,0.0,0,5.0,0.0,3
267383e0-eff7-41ba-b39b-d912bf8422b3,counterfactual,1.0,0.0,3,4.0,0.0,3,3.0,0.0,3,4.67,0.577,3
26c05d26-7363-4428-b858-c9600cf04afe,feature_attribution,1.0,0.0,3,3.0,0.0,3,,0.0,0,4.67,0.577,3
26d7d5d8-21b6-4039-858d-e6f18d61ce09,counterfactual,1.0,0.0,3,1.0,0.0,3,1.33,0.577,3,2.67,1.528,3
26e46ed4-9eda-4a46-badb-4758686933c4,contrastive,1.0,0.0,3,1.0,0.0,3,1.67,0.577,3,1.0,0.0,3
27276fa4-4d27-4112-a3d7-855690eb089b,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
277fdf4b-e5d3-48ee-8bf7-46811480bd90,abductive,1.0,0.0,3,1.67,1.155,3,,0.0,0,1.0,0.0,3
27b2bc0a-b951-4d67-9cfd-907d5acbc5cc,feature_attribution,1.0,0.0,3,4.67,0.577,3,,0.0,0,5.0,0.0,3
27f61220-9362-4fd6-bcc4-4e6c952ebc6c,feature_attribution,2.0,0.0,3,4.0,0.0,3,,0.0,0,5.0,0.0,3
2829e2e1-afc5-431a-b73e-b97cab8f18cb,abductive,1.0,0.0,3,1.67,1.155,3,,0.0,0,2.0,1.732,3
285c3786-bb24-4e4b-b2f2-b8cb4bec08ae,abductive,1.0,0.0,3,1.67,1.155,3,,0.0,0,3.33,1.528,3
285fd48b-d876-4a85-aa2c-a5be2f7599c2,counterfactual,1.0,0.0,3,2.67,0.577,3,3.0,0.0,3,3.0,1.0,3
28763f6a-b46d-48a4-835f-c31ef77ac6e5,counterfactual,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.33,0.577,3
28938f79-f95f-4f43-b95d-2b514abe62ae,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
28ba03ae-fd63-4ac7-afc4-0a83a32faeb5,contrastive,1.0,0.0,2,5.0,0.0,2,2.0,0.0,2,5.0,0.0,2
28d3270d-ff2f-4867-bee4-47a24d07cc60,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
28fb7f42-0b87-44e6-bffb-309175821978,counterfactual,1.0,0.0,3,1.33,0.577,3,1.33,0.577,3,1.67,1.155,3
29c7586c-2f10-4190-95f9-b5d9912edd86,contrastive,1.67,0.577,3,4.33,0.577,3,3.33,1.528,3,5.0,0.0,3
29fced7c-dea9-46c6-8cf9-9d014b846bb6,feature_attribution,1.0,0.0,3,4.33,0.577,3,,0.0,0,2.67,0.577,3
2a5c8e89-6bc7-43c3-81f0-9a39f31e13e2,counterfactual,1.0,0.0,3,1.67,1.155,3,1.67,0.577,3,1.33,0.577,3
2a6193f7-9882-4d50-a510-56a08de5cecb,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
2a759318-1d83-4031-a3f8-43408b883966,feature_attribution,1.0,0.0,3,2.67,0.577,3,,0.0,0,4.0,0.0,3
2a7d064d-c7ce-4ff6-9b23-040cb0550693,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,4.0,1.732,3
2ae7f882-f711-4a1d-bb41-97c7e7870623,counterfactual,1.0,0.0,3,3.0,0.0,3,1.0,0.0,3,3.33,1.155,3
2b468a0e-16b1-48c1-a26d-688f2324fa9d,feature_attribution,1.0,0.0,3,1.67,0.577,3,,0.0,0,1.67,0.577,3
2b730686-ecc9-48b5-9b2f-b0df40393a28,abductive,1.0,0.0,2,1.0,0.0,2,,0.0,0,1.0,0.0,2
2bcd195c-9c2c-48bc-a280-0cb5a6c43fdb,counterfactual,1.0,0.0,3,3.0,0.0,3,4.0,0.0,3,3.0,0.0,3
2c25df8b-477b-4a15-8fdd-706b2d2515ac,counterfactual,1.0,0.0,3,5.0,0.0,3,5.0,0.0,3,5.0,0.0,3
2c58ddeb-4f9e-46d4-9691-6cb01e5d9652,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,3.0,1.732,3
2c66974c-0042-4364-8ff6-34e0c41370c2,feature_attribution,1.0,0.0,3,5.0,0.0,3,,0.0,0,2.67,1.528,3
2c99ccaa-b42e-4211-b75a-7de4b1af1307,feature_attribution,1.0,0.0,3,5.0,0.0,3,,0.0,0,3.67,0.577,3
2ca2d0ae-734f-4a61-be4b-b5d3372ee91b,feature_attribution,1.0,0.0,3,5.0,0.0,3,,0.0,0,4.33,0.577,3
2ca4e9e5-a122-46b6-825e-f7a90ca864ff,feature_attribution,1.0,0.0,3,3.0,0.0,3,,0.0,0,4.33,0.577,3
